Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,TMP
SRR18750527,AMPLICON,500,16919765,PRJNA826738,SAMN27579805,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9459126,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850587,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD112-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD112-2,SRP370205,221
SRR18750528,AMPLICON,500,17183118,PRJNA826738,SAMN27579607,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9280409,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850586,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD25-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD25-1,SRP370205,23
SRR18750529,AMPLICON,500,16715614,PRJNA826738,SAMN27579804,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9210838,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850585,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD111-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD111-2,SRP370205,220
SRR18750530,AMPLICON,500,16556006,PRJNA826738,SAMN27579803,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9039463,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850584,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD110-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD110-2,SRP370205,219
SRR18750531,AMPLICON,500,17492870,PRJNA826738,SAMN27579802,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9540910,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850583,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD109-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD109-2,SRP370205,218
SRR18750532,AMPLICON,500,16774277,PRJNA826738,SAMN27579801,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9259392,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850582,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD107-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD107-2,SRP370205,217
SRR18750533,AMPLICON,499,16920583,PRJNA826738,SAMN27579800,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9435892,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850581,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD106-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD106-2,SRP370205,216
SRR18750534,AMPLICON,499,17725982,PRJNA826738,SAMN27579799,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9813445,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850580,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD105-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD105-2,SRP370205,215
SRR18750535,AMPLICON,499,16171611,PRJNA826738,SAMN27579798,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9063192,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850579,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD104-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD104-2,SRP370205,214
SRR18750536,AMPLICON,499,17182791,PRJNA826738,SAMN27579797,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9593648,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850578,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD103-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD103-2,SRP370205,213
SRR18750537,AMPLICON,500,17879618,PRJNA826738,SAMN27579796,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10043492,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850577,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD102-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD102-2,SRP370205,212
SRR18750538,AMPLICON,500,18383029,PRJNA826738,SAMN27579795,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10342631,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850576,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD100-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD100-2,SRP370205,211
SRR18750539,AMPLICON,500,17053390,PRJNA826738,SAMN27579606,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9323547,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850575,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD24-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD24-1,SRP370205,22
SRR18750540,AMPLICON,500,16852279,PRJNA826738,SAMN27579794,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9288099,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850574,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD99-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD99-2,SRP370205,210
SRR18750541,AMPLICON,501,17664012,PRJNA826738,SAMN27579793,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9722817,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850573,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD98-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD98-2,SRP370205,209
SRR18750542,AMPLICON,501,16394201,PRJNA826738,SAMN27579792,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9041920,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850572,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD97-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD97-2,SRP370205,208
SRR18750543,AMPLICON,500,18639727,PRJNA826738,SAMN27579791,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10412196,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850571,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD96-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD96-2,SRP370205,207
SRR18750544,AMPLICON,500,18434486,PRJNA826738,SAMN27579790,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10333223,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850570,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD95-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD95-2,SRP370205,206
SRR18750545,AMPLICON,499,17139286,PRJNA826738,SAMN27579789,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9409460,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850569,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD93-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD93-2,SRP370205,205
SRR18750546,AMPLICON,500,17915862,PRJNA826738,SAMN27579788,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9986989,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850568,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD92-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD92-2,SRP370205,204
SRR18750547,AMPLICON,499,19274073,PRJNA826738,SAMN27579787,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10948247,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850567,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD91-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD91-2,SRP370205,203
SRR18750548,AMPLICON,500,16843480,PRJNA826738,SAMN27579786,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9396009,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850566,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD90-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD90-2,SRP370205,202
SRR18750549,AMPLICON,499,16730225,PRJNA826738,SAMN27579785,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9359626,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850565,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD89-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD89-2,SRP370205,201
SRR18750550,AMPLICON,500,18086714,PRJNA826738,SAMN27579605,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",10087186,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850564,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD23-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD23-1,SRP370205,21
SRR18750551,AMPLICON,499,16735403,PRJNA826738,SAMN27579587,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8868018,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850563,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD4-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD4-1,SRP370205,3
SRR18750552,AMPLICON,500,18908584,PRJNA826738,SAMN27579784,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10438134,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850562,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD88-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD88-2,SRP370205,200
SRR18750553,AMPLICON,499,16677555,PRJNA826738,SAMN27579783,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8825772,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850561,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD87-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD87-2,SRP370205,199
SRR18750554,AMPLICON,499,16715403,PRJNA826738,SAMN27579782,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9302114,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850560,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD86-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD86-2,SRP370205,198
SRR18750555,AMPLICON,499,18609484,PRJNA826738,SAMN27579781,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10165106,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850559,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD85-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD85-2,SRP370205,197
SRR18750556,AMPLICON,500,18428149,PRJNA826738,SAMN27579780,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10068932,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850558,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD84-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD84-2,SRP370205,196
SRR18750557,AMPLICON,499,19098161,PRJNA826738,SAMN27579779,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10245582,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850557,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD83-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD83-2,SRP370205,195
SRR18750558,AMPLICON,500,18748469,PRJNA826738,SAMN27579778,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10176720,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850556,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD82-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD82-2,SRP370205,194
SRR18750559,AMPLICON,499,18325194,PRJNA826738,SAMN27579777,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10055894,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850555,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD80-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD80-2,SRP370205,193
SRR18750560,AMPLICON,501,16544760,PRJNA826738,SAMN27579776,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9251587,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850554,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD79-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD79-2,SRP370205,192
SRR18750561,AMPLICON,500,18116061,PRJNA826738,SAMN27579775,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9868641,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850553,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD78-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD78-2,SRP370205,191
SRR18750562,AMPLICON,500,17163150,PRJNA826738,SAMN27579604,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9430950,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850552,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD22-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD22-1,SRP370205,20
SRR18750563,AMPLICON,501,19247932,PRJNA826738,SAMN27579774,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10597447,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850551,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD77-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD77-2,SRP370205,190
SRR18750564,AMPLICON,501,17833909,PRJNA826738,SAMN27579773,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9886296,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850550,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD76-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD76-2,SRP370205,189
SRR18750565,AMPLICON,501,17567956,PRJNA826738,SAMN27579772,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9816932,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850549,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD75-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD75-2,SRP370205,188
SRR18750566,AMPLICON,501,18909786,PRJNA826738,SAMN27579771,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10263130,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850548,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD74-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD74-2,SRP370205,187
SRR18750567,AMPLICON,500,19424574,PRJNA826738,SAMN27579770,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10376830,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850547,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD72-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD72-2,SRP370205,186
SRR18750568,AMPLICON,501,17206112,PRJNA826738,SAMN27579769,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9496431,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850546,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD71-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD71-2,SRP370205,185
SRR18750569,AMPLICON,501,18647879,PRJNA826738,SAMN27579768,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10161185,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850545,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD70-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD70-2,SRP370205,184
SRR18750570,AMPLICON,501,18476546,PRJNA826738,SAMN27579767,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9919842,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850544,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD69-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD69-2,SRP370205,183
SRR18750571,AMPLICON,501,18977699,PRJNA826738,SAMN27579766,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10167608,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850543,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD68-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD68-2,SRP370205,182
SRR18750572,AMPLICON,501,18993604,PRJNA826738,SAMN27579765,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10204476,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850542,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD67-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD67-2,SRP370205,181
SRR18750573,AMPLICON,499,17159909,PRJNA826738,SAMN27579603,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9402740,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850541,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD21-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD21-1,SRP370205,19
